1099.987061,92.61631775,
1098.993896,93.2556839,
1098,91.7816925,
1097.005371,91.22421265,
1096.01001,92.42073822,
1095.013672,91.43990326,
1093.987305,93.77744293,
1092.989746,93.46904755,
1091.991211,94.40628052,
1090.991943,93.73032379,
1089.991699,93.32211304,
1088.990967,93.43915558,
1087.989502,93.18278503,
1086.987061,94.49205017,
1086.013672,94.13064575,
1085.009766,95.56106567,
1084.005127,93.72344971,
1083,94.67172241,
1081.993896,94.52072906,
1080.987061,92.80962372,
1080.009033,92.82064056,
1079.000732,94.72053528,
1077.991699,92.55979156,
1077.011719,93.73143005,
1076.001221,93.90102386,
1074.98999,93.55661011,
1074.007568,93.68486023,
1072.994873,95.04530334,
1072.01123,92.65431976,
1070.99707,94.110466,
1070.011719,94.10249329,
1068.996094,93.59009552,
1068.009521,93.98700714,
1066.992432,93.31434631,
1066.004395,93.39532471,
1064.98584,93.50971985,
1063.996582,94.51554108,
1063.006592,92.97597504,
1061.98584,92.73252869,
1060.994141,93.32791138,
1060.001953,92.50860596,
1059.009277,93.95129395,
1057.985352,93.65104675,
1056.991211,93.36017609,
1055.996094,93.5115509,
1055.000488,92.85198212,
1054.00415,93.04673767,
1053.00708,93.30113983,
1052.009277,92.97202301,
1051.010986,93.10951233,
1050.011719,93.08353424,
1049.011963,93.62270355,
1048.011475,93.75415802,
1047.010254,92.9058075,
1046.008545,92.86056519,
1045.005859,93.19399261,
1044.002686,93.98422241,
1042.998779,93.09017944,
1041.994141,93.47750854,
1040.98877,92.97161865,
1040.013428,93.60844421,
1039.006836,93.40855408,
1037.999512,93.30709076,
1036.991455,93.50849152,
1036.013428,93.1019516,
1035.00415,93.28677368,
1033.994141,93.92977142,
1033.013916,93.56941223,
1032.002686,92.75011444,
1030.990479,93.40088654,
1030.008545,93.2518158,
1028.995361,93.55023956,
1028.011963,93.29914093,
1026.997314,93.22673798,
1026.012695,93.37132263,
1024.996582,92.93252563,
1024.010864,93.40731812,
1022.993469,93.52519226,
1022.006348,93.77840424,
1020.987671,93.22274017,
1019.999268,93.35012817,
1019.010193,93.19972229,
1017.989502,93.17781067,
1016.999268,93.20727539,
1016.008362,93.17603302,
1014.985779,93.30108643,
1013.993469,93.22797394,
1013.000732,93.37779236,
1012.007202,93.39189148,
1011.013062,93.30070496,
1009.987305,93.31619263,
1008.991821,93.46660614,
1007.995911,93.21855927,
1006.999268,93.37446594,
1006.002075,93.4651947,
1005.004333,93.36888123,
1004.005737,93.21124268,
1003.006714,93.11393738,
1002.006897,93.52805328,
1001.006714,93.41760254,
1000.005676,93.5150528,
999.0042114,93.36031342,
998.0020142,93.45085907,
996.9992676,93.36187744,
995.9957275,93.30249023,
994.9917603,93.16513824,
993.9871216,93.23235321,
993.0133057,93.42062378,
992.0075073,93.49389648,
991.0010376,93.33718872,
989.9940186,93.21649933,
988.9862671,93.20753479,
988.0095215,93.28835297,
987.0006714,93.22783661,
985.9912109,93.06484985,
985.0126953,93.48336792,
984.0020142,93.27342224,
982.9907837,93.35939026,
982.010437,93.20217133,
980.9980469,93.12023163,
979.9849243,93.31474304,
979.0029907,93.37739563,
977.9887085,93.40592957,
977.0054932,93.47123718,
975.9900513,93.31604767,
975.0058594,93.30926514,
973.9890747,93.16516876,
973.0036621,93.23921204,
971.9859009,93.33537292,
970.9993286,93.29820251,
970.012146,93.35070801,
968.9925537,93.19740295,
968.0043335,93.12470245,
967.0154419,93.28123474,
965.9940796,93.29084778,
965.0041504,93.31082916,
964.0136108,93.24900818,
962.9905396,93.17524719,
961.9989624,93.31523895,
961.0066528,93.22723389,
960.0137939,93.31272888,
958.9884033,93.35826874,
957.9945679,93.21751404,
957.0001221,93.29541016,
956.0050049,93.12112427,
955.0094604,93.12314606,
954.0133057,93.00282288,
952.9845581,93.13843536,
951.9872437,93.11082458,
950.989502,93.21465302,
949.9911499,93.19888306,
948.9921875,93.19067383,
947.9927368,93.2250061,
946.9928589,93.11509705,
945.9921875,93.08570862,
944.9911499,93.1091156,
943.989502,93.14589691,
942.9872437,93.10102081,
941.9845581,93.0670166,
941.0137329,93.221138,
940.0098877,93.07514191,
939.0054932,93.28234863,
938.0006714,93.22277069,
936.9953003,93.20467377,
935.9893188,93.30323792,
935.0152588,93.17263794,
934.0082397,93.2122345,
933.0006104,93.24666595,
931.9924927,93.21915436,
930.9838257,93.30735779,
930.0071411,93.24761963,
928.9974976,93.34547424,
927.9873047,93.02013397,
927.0090332,93.41801453,
925.9976807,93.13079071,
924.9859009,93.23912048,
924.0062256,93.25965881,
922.9932861,93.17168427,
922.0125122,93.25614929,
920.9986572,93.26702881,
919.9841919,93.37548065,
919.0019531,93.23846436,
917.9863281,93.07917786,
917.0030518,93.37451172,
915.9865112,93.20562744,
915.0022583,93.24510193,
913.9845581,93.2336731,
912.9992676,93.32280731,
912.0134277,93.28464508,
910.9943237,93.24192047,
910.0075684,93.20587921,
908.9873047,93.29734802,
907.9995728,93.3303833,
907.0112305,93.15499878,
905.989502,93.13183594,
905.0002441,93.44192505,
904.010498,93.32391357,
902.9871826,93.14726257,
901.99646,93.19892883,
901.005249,93.23680878,
900.0134888,93.24922943,
898.9880981,93.150177,
897.9953003,93.31313324,
897.0020752,93.11623383,
896.0084229,93.32358551,
895.0142212,93.34174347,
893.9864502,93.23963165,
892.991272,93.17116547,
891.9954834,93.18991852,
890.9993896,93.1753006,
890.0027466,93.16132355,
889.0056763,93.21549225,
888.0080566,93.07666016,
887.0100098,93.23484039,
886.0114746,93.39341736,
885.0123901,93.12010956,
